"STARTUP_ID","ORDER_ID","COUNTRY","REGION","PROFILE_CREATED","PROFILE_CREATION_DATE","CLOUD_USAGE","CLOUD","USAGE_COMPLETION_DATE","CASE_STUDY","CASE_STUDY_LAST_UPDATE_DATE","REF_ARCH","REF_ARCH_FILE_COUNT","REF_ARCH_WORKLOAD","REF_ARCH_COMMENTS","REF_ARCH_LAST_UPDATE_DATE","INTEGRATION_STRATEGY","IS_SOLUTION_FLAG","IS_SOLUTION","IS_INTEGRATION_FLAG","IS_DATE","ELEVATOR_PITCH","ELEVATOR_PITCH_LAST_UPDATE_DATE","VECTOR_LOGO","LOGO_FILE_COUNT","VECTOR_LOGO_LAST_UPDATE_DATE","PK_USAGE","PROMOTION_KIT_FLAG","MAIL_SENT","MAIL_SENT_DATE","NS_INTERNAL_ID","LAST_UPDATE_DATE","MC_COMPLETE_STATUS"
20228,8175,"United States of America","NAS","Complete",12-APR-21,31.591960227,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,446203,12-APR-21,"N"
24414,10148,"Estonia","EMEA","Complete",04-NOV-21,93.287974313,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,621162,04-NOV-21,"N"
20374,8250,"Saudi Arabia","EMEA","Incomplete",,390.696757189,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,454853,01-JAN-70,"N"
30242,12371,"Brazil","LAD","Complete",25-MAR-22,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,780108,25-MAR-22,"N"
1116,3174,"Canada","NAS","Complete",11-OCT-19,20.941780123,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,27835,11-OCT-19,"N"
31581,12680,"Brazil","LAD","Complete",25-MAY-22,31.77023915,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,877740,25-MAY-22,"N"
4049,6927,"Spain","EMEA","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,11145,01-JAN-70,"N"
23718,9678,"Brazil","LAD","Incomplete",,214.5314819009058,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,603507,01-JAN-70,"N"
28880,11957,"Ireland","EMEA","Incomplete",,428.027714337,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,721883,01-JAN-70,"N"
30577,12432,"India","JAPAC","Complete",12-APR-22,463.810725929,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,800763,12-APR-22,"N"
28146,11700,"United States of America","NAS","Complete",23-FEB-22,2845.299196114,"Complete",12-MAR-22,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,702704,14-MAR-22,"N"
28121,11692,"Brazil","LAD","Complete",10-FEB-22,396.904921059,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,701007,10-FEB-22,"N"
863,2922,"Brazil","LAD","Complete",03-SEP-19,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,22370,03-SEP-19,"N"
21242,8576,"Israel","EMEA","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,495966,01-JAN-70,"N"
32012,12810,"Israel","EMEA","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,901651,01-JAN-70,"N"
23389,9480,"United Kingdom","EMEA","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,696983,01-JAN-70,"N"
29391,12019,"United States of America","NAS","Complete",25-FEB-22,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,738633,25-FEB-22,"N"
32001,12808,"United States of America","NAS","Complete",22-JUN-22,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,900245,22-JUN-22,"N"
30789,12472,"Sweden","EMEA","Complete",19-APR-22,73.0164365943,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,785918,19-APR-22,"N"
28125,11693,"India","JAPAC","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,701005,01-JAN-70,"N"
4842,7361,"Saudi Arabia","EMEA","Incomplete",,569.277074633,"Complete",19-OCT-21,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,375348,21-OCT-21,"N"
21017,8495,"United States of America","NAS","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,491756,01-JAN-70,"N"
19393,7864,"Saudi Arabia","EMEA","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,410399,01-JAN-70,"N"
3773,6726,"Brazil","LAD","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,292238,01-JAN-70,"N"
3654,6653,"Brazil","LAD","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,280704,01-JAN-70,"N"
4369,7104,"Brazil","LAD","Incomplete",,1070.3989787637498,"Complete",04-JUL-21,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,340350,06-JUL-21,"N"
30487,12410,"Canada","NAS","Complete",02-APR-22,816.05867932,"Complete",02-MAY-22,"Complete",05-APR-22,"Complete",2,"Production Environment (Customer Facing)","We have a production server that hosts a publicly facing interactive Helios demo. Users can access it with an API key by navigating to www.heliosmusic.io and selecting Demo from the main menu. This demo could be hosted on OCI using a HPC platform.",05-APR-22,"Complete","No","Currently not.","Yes",05-APR-22,"Complete",05-APR-22,"Complete",3,05-APR-22,"Complete","No","Y",04-MAY-22,795452,04-MAY-22,"Y"
26341,11155,"India","JAPAC","Complete",01-DEC-21,0,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,648745,01-DEC-21,"N"
669,2748,"India","JAPAC","Complete",03-JAN-20,8561.428643659,"Complete",20-DEC-19,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,2310,03-JAN-20,"N"
2186,4264,"Honduras","LAD","Complete",26-MAR-20,2768.738346764,"Complete",12-JUN-20,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,146594,26-MAR-20,"N"
20416,8283,"United Kingdom","EMEA","Incomplete",,31.542725627951,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,454838,01-JAN-70,"N"
19612,7934,"Colombia","LAD","Complete",04-MAR-21,4889.9714539663,"Complete",14-AUG-21,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,417663,16-AUG-21,"N"
1813,3889,"Brazil","LAD","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,105275,01-JAN-70,"N"
1983,4062,"United Kingdom","EMEA","Complete",02-MAR-20,6053.148084569,"Complete",29-JUL-20,"Complete",05-NOV-20,"Complete",1,"Test Development Environment","null",05-NOV-20,"Complete","No","","Yes",05-NOV-20,"Complete",30-NOV-20,"Complete",2,01-DEC-20,"Complete","No","Y",01-DEC-20,124045,01-DEC-20,"Y"
30900,12503,"Sweden","EMEA","Complete",16-MAY-22,6288.19776151946,"Complete",11-MAY-22,"Complete",31-MAY-22,"Complete",2,"Production Environment (Internal Facing),Production Environment (Customer Facing)","Two images illustrating current production SaaS analytics setup and backend throughput setup",30-MAY-22,"Complete","No","","No",30-MAY-22,"Complete",31-MAY-22,"Complete",2,31-MAY-22,"Complete","No","Y",31-MAY-22,812917,31-MAY-22,"Y"
31394,12634,"United States of America","NAS","Complete",16-MAY-22,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,868319,16-MAY-22,"N"
819,2880,"United States of America","NAS","Complete",04-SEP-19,8175.42665514,"Complete",29-OCT-20,"Complete",11-MAY-21,"Complete",1,"","",21-MAY-20,"Complete","Yes","Work in progress to test the Oracle Opera APIs","Yes",21-MAY-20,"Complete",11-MAY-21,"Complete",1,16-MAY-21,"Complete","No","Y",16-MAY-21,6934,16-MAY-21,"Y"
29982,12317,"Saudi Arabia","EMEA","Complete",21-MAR-22,640.7131658205134,"Complete",26-JUN-22,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,779505,28-JUN-22,"N"
1878,3954,"United States of America","NAS","Complete",21-FEB-20,123896.407183279,"Complete",13-DEC-20,"Complete",18-APR-21,"Complete",1,"Production Environment (Internal Facing),Test Development Environment,Production Environment (Customer Facing)","null",09-APR-21,"Complete","No","","Yes",20-NOV-20,"Complete",20-APR-21,"Complete",2,20-NOV-20,"Complete","No","Y",20-APR-21,8082,20-APR-21,"Y"
27765,11580,"Denmark","EMEA","Complete",16-MAR-22,33321.674266369,"Complete",12-MAR-22,"Complete",25-MAY-22,"Complete",1,"Test Development Environment","null",16-MAY-22,"Complete","No","","Yes",16-MAY-22,"Complete",27-MAY-22,"Complete",3,12-MAY-22,"Complete","No","Y",27-MAY-22,687421,27-MAY-22,"Y"
1559,3638,"United States of America","NAS","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,19114,01-JAN-70,"N"
31113,12554,"United States of America","NAS","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,841522,01-JAN-70,"N"
4523,7191,"United States of America","NAS","Complete",03-DEC-20,406.72175109,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,351372,03-DEC-20,"N"
26939,11263,"United States of America","NAS","Complete",20-DEC-21,0,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,667825,20-DEC-21,"N"
21516,8717,"United Kingdom","EMEA","Complete",11-SEP-21,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,518639,11-SEP-21,"N"
3066,6243,"Saudi Arabia","EMEA","Complete",10-JUL-20,2227.147968509,"Complete",18-FEB-21,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,233507,10-JUL-20,"N"
20715,8389,"Israel","EMEA","Complete",13-MAY-21,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,477890,13-MAY-21,"N"
1704,3783,"Brazil","LAD","Complete",13-JAN-20,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,11298,13-JAN-20,"N"
30674,12460,"Israel","EMEA","Complete",12-APR-22,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,807703,12-APR-22,"N"
23322,9433,"India","JAPAC","Complete",11-OCT-21,,"Incomplete",,"Complete",11-OCT-21,"Complete",1,"Test Development Environment,Backup Existing Environment,Production Environment (Customer Facing),Production Environment (Internal Facing),All-In Production Environment","null",12-OCT-21,"Complete","No","","Yes",12-OCT-21,"Complete",12-OCT-21,"Complete",4,12-OCT-21,"Incomplete","No","",,595013,12-OCT-21,"N"
2346,5576,"Brazil","LAD","Complete",02-JUN-20,3966.15052933,"Complete",17-MAY-20,"Complete",03-JUN-20,"Complete",1,"","",03-JUN-20,"Complete","No","","Yes",03-JUN-20,"Complete",03-JUN-20,"Complete",2,03-JUN-20,"Complete","No","Y",03-JUN-20,160250,03-JUN-20,"Y"
2983,6175,"Lebanon","EMEA","Complete",30-JUN-20,2032.032839302,"Complete",18-JUL-21,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,225184,20-JUL-21,"N"
20113,8121,"Armenia","EMEA","Complete",26-MAY-21,49738.44293922,"Complete",06-MAY-21,"Complete",05-AUG-21,"Complete",1,"Production Environment (Customer Facing)","null",09-AUG-21,"Complete","No","","No",09-AUG-21,"Complete",26-AUG-21,"Complete",2,09-AUG-21,"Complete","No","Y",26-AUG-21,438447,26-AUG-21,"Y"
2017,4091,"United States of America","NAS","Complete",09-MAR-20,3315.518359735,"Complete",14-SEP-20,"Complete",22-APR-20,"Complete",1,"","",12-APR-20,"Complete","No","","Yes",13-APR-20,"Complete",26-MAR-20,"Complete",2,26-MAR-20,"Complete","No","Y",01-OCT-20,2311,01-OCT-20,"Y"
4036,6911,"Australia","JAPAC","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,314195,01-JAN-70,"N"
30794,12477,"Nigeria","EMEA","Complete",19-APR-22,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,814825,19-APR-22,"N"
1138,3195,"Denmark","EMEA","Complete",21-OCT-19,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,33050,21-OCT-19,"N"
3009,6186,"Bangladesh","JAPAC","Complete",14-JUL-20,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,226287,14-JUL-20,"N"
24465,10187,"United States of America","NAS","Complete",04-NOV-21,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,621190,04-NOV-21,"N"
22588,9098,"Saudi Arabia","EMEA","Complete",01-SEP-21,1910.109601996,"Complete",29-JAN-22,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,556203,31-JAN-22,"N"
1021,3080,"United Kingdom","EMEA","Complete",14-NOV-19,141994.5131841525,"Complete",27-OCT-19,"Complete",11-MAR-21,"Complete",1,"All-In Production Environment","",26-MAY-20,"Complete","Yes","We use the Autonomous Blockchain Cloud Service platform, as well as integrating Cloud Analytics into our desktop reporting console.","Yes",26-MAY-20,"Incomplete",,"Complete",2,26-MAY-20,"Complete","No","",,11311,11-MAR-21,"N"
31544,12674,"Italy","EMEA","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,873030,01-JAN-70,"N"
4771,7325,"Norway","EMEA","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,372541,01-JAN-70,"N"
4077,6952,"India","JAPAC","Complete",27-FEB-21,0,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,318466,27-FEB-21,"N"
2393,5606,"Brazil","LAD","Complete",17-JUL-20,10682.720851786,"Complete",13-DEC-20,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,166900,17-JUL-20,"N"
4123,6981,"India","JAPAC","Incomplete",,125.580302342,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,322026,01-JAN-70,"N"
2980,6172,"India","JAPAC","Complete",30-JUN-20,0.01653840355,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,225180,30-JUN-20,"N"
31892,12764,"Denmark","EMEA","Complete",09-JUN-22,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,869919,09-JUN-22,"N"
29908,12302,"Romania","EMEA","Incomplete",,0,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,756662,01-JAN-70,"N"
3555,6588,"United Kingdom","EMEA","Complete",16-NOV-20,11387.2895565171,"Complete",19-JAN-21,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,268433,16-NOV-20,"N"
2268,5505,"India","JAPAC","Complete",06-APR-20,2706.500019764,"Complete",07-DEC-20,"Complete",22-FEB-22,"Complete",1,"All-In Production Environment","We are contemplating decommissioning our ADF front-end & experimenting to use either VBCS or APEX for our next version. These and a few other planned use of OCI resources like WAF, etc. are shown in a blue font in our technical architecture diagram.",26-FEB-22,"Complete","Yes","It collects R12 functionality usage & customization details using a PL/SQL script. The collected data is ingested in the form of flat files into our assessment platform. Such an integration strategy was deliberately choosen to provide the customers the option to audit the collected data and flexibility to complete the initial collection & ingestion in offline mode.","Yes",28-FEB-22,"Complete",27-FEB-22,"Complete",6,19-FEB-22,"Complete","No","Y",28-FEB-22,151902,28-FEB-22,"Y"
7382,7687,"Korea, Republic of","JAPAC","Complete",18-FEB-21,2463.589473959,"Complete",22-JUN-21,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,406990,24-JUN-21,"N"
3128,6305,"Portugal","EMEA","Complete",20-JUL-20,193.1274517665,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,240995,20-JUL-20,"N"
1925,4000,"United States of America","NAS","Incomplete",,0.818,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,122936,01-JAN-70,"N"
23555,9569,"United Kingdom","EMEA","Complete",18-OCT-21,926.18893885,"Complete",23-MAR-22,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,600281,25-MAR-22,"N"
3672,6662,"United Kingdom","EMEA","Complete",18-SEP-20,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,284359,18-SEP-20,"N"
4820,7347,"Canada","NAS","Complete",24-DEC-20,450.773555168,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,374943,24-DEC-20,"N"
861,2920,"United States of America","NAS","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,22371,01-JAN-70,"N"
5126,7543,"United Kingdom","EMEA","Complete",15-FEB-21,19423.937240621425,"Complete",24-APR-21,"Complete",24-MAR-21,"Complete",1,"Test Development Environment,Production Environment (Customer Facing),Backup Existing Environment","null",19-APR-21,"Complete","Yes","CloudVane is architected and deployed on Oracle Cloud Infrastructure.

OCI was selected due to their comprehensive portfolio of infrastructure and platform cloud services with integrated security.

CloudVane takes advantage of the following OCI services:
- Autonomous Database – for data management and AI and ML capabilities
- Oracle Kubernetes Engine – for application deployment and scaling
- Network Services (VNC, LB, SL, SG, DNS, WAF) – for application connectivity and access security
- Compute service – for application deployment
- Email Delivery Service – as dedicated email service","No",19-APR-21,"Complete",13-JUL-21,"Complete",2,24-MAR-21,"Complete","No","Y",13-JUL-21,391785,13-JUL-21,"Y"
20229,8176,"United States of America","NAS","Complete",12-APR-21,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,446207,12-APR-21,"N"
31218,12587,"Brazil","LAD","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,852360,01-JAN-70,"N"
2702,5904,"United Arab Emirates","EMEA","Complete",08-JUN-20,804.2907034167,"Complete",25-DEC-21,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,11331,27-DEC-21,"N"
29992,12321,"United States of America","NAS","Complete",17-MAR-22,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,779605,17-MAR-22,"N"
4239,7031,"United States of America","NAS","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,329463,01-JAN-70,"N"
930,2988,"Brazil","LAD","Complete",16-SEP-19,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,22344,16-SEP-19,"N"
1342,3421,"India","JAPAC","Complete",16-DEC-19,0,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,63255,16-DEC-19,"N"
4035,6910,"Hong Kong,Special Administrative Region of China","JAPAC","Complete",23-OCT-20,903.318639086,"Complete",07-JAN-21,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,314193,23-OCT-20,"N"
19358,7835,"United States of America","NAS","Complete",01-MAR-21,3412.851570923,"Complete",17-AUG-21,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,410426,19-AUG-21,"N"
5049,7486,"Kenya","EMEA","Complete",18-JAN-21,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,385143,18-JAN-21,"N"
23762,9711,"Sweden","EMEA","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,605808,01-JAN-70,"N"
25822,10923,"United Kingdom","EMEA","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,643203,01-JAN-70,"N"
1869,3947,"United States of America","NAS","Complete",10-FEB-20,3175.062813397,"Complete",19-JUN-20,"Complete",12-JUN-20,"Complete",1,"Production Environment (Customer Facing)","City National Bank is using CogniCor solution in production on OCI (Cognicors OfS instance)",12-JUN-20,"Complete","Yes","CogniCor has integrated it's CIRA platform with Oracle Knowledge Advanced where the articles are ingested automatically to the knowledge graphs of CogniCor. This integration is live with Ameriprise Financial, leading wealth firm. Further, we have deployed the platform on Oracle Cloud for City National Bank.","Yes",12-JUN-20,"Complete",12-JUN-20,"Complete",3,12-JUN-20,"Complete","Yes","Y",24-JUN-20,113426,24-JUN-20,"Y"
1393,3472,"Brazil","LAD","Complete",19-NOV-19,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,30316,19-NOV-19,"N"
23801,9736,"United States of America","NAS","Complete",27-OCT-21,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,605812,27-OCT-21,"N"
1441,3520,"Australia","JAPAC","Complete",11-DEC-19,4011.3343410270534,"Complete",03-AUG-20,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,70081,11-DEC-19,"N"
21142,8545,"Mexico","LAD","Incomplete",,311.623599851,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,497988,01-JAN-70,"N"
28611,11910,"India","JAPAC","Complete",07-FEB-22,53.8573213684,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,706832,07-FEB-22,"N"
24800,10373,"United Kingdom","EMEA","Complete",10-NOV-21,37.247905367,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,625472,10-NOV-21,"N"
20890,8449,"South Africa","EMEA","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,485814,01-JAN-70,"N"
21374,8646,"United Kingdom","EMEA","Complete",27-JUL-21,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,510708,27-JUL-21,"N"
3221,6376,"Brazil","LAD","Incomplete",,842.570965556,"Complete",09-OCT-21,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,240258,11-OCT-21,"N"
1597,3676,"Germany","EMEA","Incomplete",,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,48298,01-JAN-70,"N"
4696,7282,"United States of America","NAS","Complete",16-DEC-20,,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,369216,16-DEC-20,"N"
111,2510,"United States of America","NAS","Incomplete",,0.0000000008,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,7594,01-JAN-70,"N"
30661,12457,"Brazil","LAD","Complete",12-APR-22,118.138706668,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Complete","No","",,805080,12-APR-22,"N"
32169,12839,"Saudi Arabia","EMEA","Incomplete",,0,"Incomplete",,"Incomplete",,"Incomplete",,"","",,"Incomplete","","","",,"Incomplete",,"Incomplete",,,"Incomplete","No","",,910707,01-JAN-70,"N"
